week,week_label,week_start,week_end,title,authors,abstract,published,source,journal,volume,issue,relevance_score,matched_keywords,url,pmid,doi
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,ASNR Consensus Statement: Integrating Neuro-PET Interpretation into Neuroradiology Training and Practice.,"Jana Ivanidze, Ana M Franceschi, Max Wintermark...","Molecular imaging, particularly positron emission tomography (PET), has significantly advanced the diagnosis and management of disease by visualizing biological processes at a cellular and molecular level. PET imaging of the brain, spine, and head/neck, summarized under the umbrella term Neuro-PET, enables noninvasive diagnosis and monitoring of diseases such as dementia, epilepsy, cancer, movement, or autoimmune disorders. The rising prevalence of these conditions, as well as new treatment options necessitating response assessment, are expected to escalate Neuro-PET imaging volumes, with projections for a significant increase in the need for specialized imaging services. This increasing clinical need highlights existing workforce shortages and underscores the need for neuroradiologists to acquire proficiency in molecular imaging. This expanded role seeks to address the growing demand. To this end, we propose a rigorous, structured, patient-centered, and collaborative framework for expanding neuroradiologists' training and practice to include Neuro-PET interpretation.",2025-08-21,PubMed,AJNR. American journal of neuroradiology,,,6.5,"PET, dementia, brain",https://pubmed.ncbi.nlm.nih.gov/40780879/,40780879,10.3174/ajnr.A8959
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Plasma tau biomarkers for biological staging of Alzheimer's disease.,"Laia Montoliu-Gaya, Gemma Salvadó, Joseph Therriault...","A blood biomarker-based staging system for Alzheimer's disease (AD) could improve the diagnosis, prognosis and identification of individuals most likely to benefit from specific therapies. Here, using targeted mass spectrometry, we measured six phosphorylated and six nonphosphorylated tau peptides in plasma from two independent cohorts: BioFINDER-2 and TRIAD (n = 689). We also analyzed the ratios of phosphorylated to nonphosphorylated peptides. Our results revealed that specific tau species became abnormal at different points along the disease continuum. Based on these findings, we developed a data-driven, blood-based staging model that demonstrated strong consistency across cohorts (>85% agreement in ≥90% initializations) and reflected changes in other AD biomarkers. These plasma-based stages were associated with clinical diagnoses, positron emission tomography-based stages and distinct patterns of longitudinal disease progression, including Aβ- and tau-positron emission tomography uptake, atrophy and cognitive decline. This study highlights the potential of tau blood-based biomarkers for biological staging in AD, offering a scalable tool for tracking disease progression and guiding clinical decisions.",2025-08-22,PubMed,Nature aging,,,6.4,"Alzheimer's disease, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40847200/,40847200,10.1038/s43587-025-00951-w
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Regional associations between cerebrovascular disease and cholinergic white matter pathways in the Lewy body continuum.,"Anna Rennie, Milan Nemy, Cene Jerele...","Cerebrovascular disease is common in patients on the Lewy body (LB) continuum (dementia with Lewy bodies (DLB) and prodromal-DLB). White matter signal abnormality (WMSA) volume is higher in patients with LB than controls, both globally and in cholinergic white matter. However, it remains unknown if the higher WMSA in cholinergic white matter reflects selective cholinergic vulnerability or results from higher global WMSA. We modelled cingulate and external capsule cholinergic white matter pathways using MRI and segmented WMSA overlapping cholinergic pathways and per brain lobe. We found that patients on the LB-continuum (n = 33) had higher volume and proportion of WMSA in the cholinergic white matter compared to controls (n = 36), independent of global WMSA. Cholinergic WMSA was associated with neurodegeneration in the basal forebrain, decreased integrity of cingulate and external capsule pathways and attention and memory performance. These findings may suggest a selective vulnerability of cholinergic pathways in patients with LB.",2025-08-21,PubMed,NPJ Parkinson's disease,11,1,6.3,"MRI, dementia, brain",https://pubmed.ncbi.nlm.nih.gov/40841717/,40841717,10.1038/s41531-025-01118-5
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,"Interplay of genetic predisposition, plasma metabolome and Mediterranean diet in dementia risk and cognitive function.","Yuxi Liu, Xiao Gu, Yanping Li...","Alzheimer's disease (AD) and AD-related dementias (AD/ADRD) have a substantial genetic basis, with APOE4 homozygotes increasingly recognized as a distinct genetic subtype. To identify genotype-specific metabolic pathways and modifiable risk factors, we integrated genetic, plasma metabolomic and dietary data from 4,215 women and 1,490 men in prospective cohorts. Here we show that the associations of 57 metabolites with dementia risk varied by APOE4 genotype or other AD/ADRD risk variants. For example, cholesteryl esters and sphingomyelins were most strongly associated with increased dementia risk in APOE4 homozygotes, whereas inverse associations with glycerides were specific to this genotype. Dimethylguanidino-valeric acid was more strongly associated with dementia risk among carriers of the rs2154481-C allele (APP). Adherence to the Mediterranean diet more effectively modulated dementia-related metabolites in APOE4 homozygotes, suggesting targeted prevention strategies. Incorporating metabolomic data modestly improved dementia risk prediction, particularly during early follow-up. Mendelian randomization analysis identified 19 putative causal relationships between metabolites and cognitive outcomes, including protective effects of 4-guanidinobutanoate, carotenoids and N",2025-08-25,PubMed,Nature medicine,,,6.199999999999999,"Alzheimer's disease, dementia, plasma",https://pubmed.ncbi.nlm.nih.gov/40855194/,40855194,10.1038/s41591-025-03891-5
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Interactions with tau's microtubule-binding repeats modulate amyloid-β aggregation and toxicity.,"Mingeun Kim, Yuxi Lin, Eunju Nam...","The complicated pathogenesis of Alzheimer's disease (AD) is characterized by the accumulation of neurofibrillary tangles and senile plaques, primarily composed of tau and amyloid-β (Aβ) aggregates, respectively. While substantial efforts have focused on unraveling the individual roles of tau and Aβ in AD development, the intricate interplay between these components remains elusive. Here we report how the microtubule-binding repeats of tau engage with Aβ in a distinct manner. Crucially, this interaction notably modifies Aβ aggregation behavior, thereby altering Aβ-associated toxicity within both extracellular and intracellular milieus. Our mechanistic investigations at the molecular level manifest specific fragments within tau's microtubule-binding domain that possess a balance of hydrophobic and hydrophilic properties, promoting the formation of hetero-adducts with Aβ peptides. These findings offer avenues for understanding and treating AD by emphasizing the tau-Aβ interplay in the pathogenesis.",2025-08-22,PubMed,Nature chemical biology,,,6.199999999999999,"Alzheimer's disease, amyloid, tau",https://pubmed.ncbi.nlm.nih.gov/40846995/,40846995,10.1038/s41589-025-01987-0
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Enlarged choroid plexus is associated with reduced gray matter volumes and increased plasma amyloid-beta: a population-based study of older adults.,"Qianqian Xie, Ziwei Chen, Jiafeng Wang...",To characterize brain structures and plasma Alzheimer's-related biomarkers associated with enlarged choroid plexus (ChP) among rural older adults in China.,2025-08-22,PubMed,European journal of radiology,192,,6.199999999999999,"amyloid, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40865254/,40865254,10.1016/j.ejrad.2025.112372
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Medial temporal lobe Tau-Neurodegeneration mismatch from MRI and plasma biomarkers identifies vulnerable and resilient phenotypes with AD,"Lyu, X.; Mundada, N. S.; Brown...","While tau pathology is closely associated with neurodegeneration in Alzheimers disease (AD), our prior work using multi-modality imaging revealed that mismatch between tau (T) and neurodegeneration (N) may reflect contributions from non-AD processes. The medial temporal lobe (MTL), an early site of AD pathology, is also a common target of co-pathologies such as limbic-predominant age-related TDP-43 encephalopathy neuropathologic change (LATE-NC), often following an anterior-posterior atrophy gradient. Given the susceptibility of MTL to co-pathologies, here we explored T-N mismatch specifically within MTL using plasma ptau217 and MTL morphometry for identifying vulnerabilities and resilience in cognitively impaired or unimpaired AD patients.

We parcellated the MTL into 100 spatially contiguous segments and calculated their T-N mismatch using plasma ptau217 as a measure for T and thickness as a marker of N. Based on these mismatch profiles, we clustered 447 amyloid-positive individuals from ADNI cohort into data-driven T-N phenotypes. We characterized the T-N phenotypes by examining their cross-sectional and longitudinal atrophy both within the MTL and across the whole brain, as well as cognitive trajectories. This framework was replicated in an independent cohort and finally translated to a real-world clinical sample of 50 patients undergoing anti-amyloid therapy.

Clustering identified three T-N phenotypes with different MTL T-N mismatch profiles, atrophy patterns, and cognitive outcomes, despite comparable AD severity. The ""canonical"" group, characterized by low T-N residuals (N [~] T), showed AD-like neurodegeneration patterns. The ""vulnerable"" group, characterized by disproportionately greater neurodegeneration than tau (N > T), showed atrophy primarily in the anterior MTL that extended into temporal-limbic regions, both in cross-sectional and longitudinal analyses. This group also exhibited neurodegeneration that preceded estimated tau onset and experienced faster cognitive decline across multiple domains, aligning with the typical characteristics of mixed LATE-NC with AD. In contrast, the ""resilient"" group (N < T) showed minimal atrophy and preserved cognitive function. These phenotypes were reproducible in an independent research cohort. Importantly, in a feasibility study applying the model developed from ADNI to a clinical cohort of patients receiving lecanemab, we identified vulnerable individuals with LATE-like atrophy patterns. This highlights its potential utility for identifying individuals with co-pathology in clinical settings.

Our findings demonstrate that T-N mismatch within MTL using MRI and plasma biomarkers can reveal AD groups with varying vulnerability/resilience, with the vulnerable group displaying structural and cognitive outcomes suggestive of LATE-NC. This approach offers a cost-effective strategy for clinical trial stratification and precision medicine for AD therapeutics.",2025-08-19,Medrxiv,,,,6.1,"MRI, amyloid, tau, plasma, brain",https://doi.org/10.1101/2025.08.17.25333859,,10.1101/2025.08.17.25333859
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Nasal Aβ42 mirrors brain amyloid dynamics and cognitive decline across the Alzheimer's disease continuum.,"Da Hae Jung, Gowoon Son, Sheng Min Wang...","Early, non-invasive assessment of Alzheimer's disease (AD) progression remains a key challenge. This study evaluated whether nasal amyloid-β42 (Aβ42) levels reflect brain amyloid dynamics and cognitive decline. Nasal discharge from 161 individuals, ranging from cognitively unimpaired to AD dementia, was analyzed using ELISA, alongside neuropsychological assessments and amyloid PET imaging. Moderate nasal Aβ42 levels (9.53-11.10 pg/mL) were positively associated with PET amyloid burden and cognitive decline, identifying a critical transitional disease stage. Conversely, the highest Aβ42 levels showed weaker correlations, suggesting a non-linear progression. The pattern of nasal Aβ42 mirrored brain amyloid accumulation, which peaks and stabilizes in later disease stages. These findings highlight nasal Aβ42 as a promising, scalable biomarker for tracking AD pathology and offer the first evidence linking it with brain amyloid PET. This supports its potential use in both clinical and longitudinal research settings.",2025-08-19,PubMed,Scientific reports,15,1,6.1,"Alzheimer's disease, PET, dementia, amyloid, brain",https://pubmed.ncbi.nlm.nih.gov/40830651/,40830651,10.1038/s41598-025-15230-2
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,"The Mobile Toolbox for remote, self-administered cognitive assessment in older adults: associations with in-clinic cognitive testing and Alzheimer's disease biomarkers.","Roos J Jutten, Jessa E Burling, Elliott Slade...","Remote, smartphone-based cognitive assessments such as the Mobile Toolbox (MTB) may increase the accessibility of Alzheimer's disease (AD) clinical trials. We examined the feasibility of the MTB among cognitively unimpaired (CU) older adults and investigated its associations with standardized in-clinic cognitive testing and amyloid and tau positron emission tomography imaging.",2025-01-01,PubMed,"Alzheimer's & dementia (Amsterdam, Netherlands)",17,3,6.0,"Alzheimer's disease, amyloid, tau",https://pubmed.ncbi.nlm.nih.gov/40836942/,40836942,10.1002/dad2.70160
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Optimizing timing and cost-effective use of plasma biomarkers in Alzheimer's disease.,"Hsin-I Chang, Mi-Chia Ma, Kuo-Lun Huang...","Early and cost-effective identification of amyloid positivity is crucial for Alzheimer's disease (AD) diagnosis. While amyloid PET is the gold standard, plasma biomarkers such as phosphorylated tau 217 (pTau217) provide a potential alternative. This study evaluates the diagnostic accuracy of a combined-panel approach using machine learning models and evaluated the biomarker significance.",2025-08-20,PubMed,Alzheimer's research & therapy,17,1,5.9,"Alzheimer's disease, PET, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40830505/,40830505,10.1186/s13195-025-01851-2
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Decoding the Gut-Brain Axis in Alzheimer's Disease: Emerging Perspectives.,"Vijay Singh, Amisha Yadav, Tahreen Taj...","Alzheimer's disease (AD) is a leading source of dementia, evidenced by cognitive debility, tau neurofibrillary tangles, and amyloid-β plaques. Recent studies emphasize the gut-brain axis as a vital element in the pathogenesis of Alzheimer's disease, involving microbial, neuronal, immunological, and hormonal mechanisms. The composition of gut microbiota dysbiosis is determined by growth in intestinal barrier permeability and activation of immune cells, which causes impaired function of the blood-brain barrier that stimulates neural injury, neuronal loss, neuroinflammation, and eventually AD. Various studies have reported that the gut microbiota plays a crucial role in brain function and changes in individual behavior, as well as in bacterial amyloid formation. Growing experimental and clinical data specify the conspicuous role of intestinal dysbiosis and microbiota- host interactions in AD. The importance of this paper is the focus on the potential association of AD and gut microbiota and also a discussion of the therapeutic modalities of inhibiting gut dysbiosis.",2025-08-25,PubMed,CNS & neurological disorders drug targets,,,5.4,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40873226/,40873226,10.2174/0118715273390442250805174841
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Upconversion nanoparticle-FITC conjugate as a fluorescence switching probe for the sensitive detection of Tau: an Alzheimer's disease biomarker.,"Merin K Abraham, Geneva Indongo, Greeshma Rajeevan...","Neurodegenerative diseases are characterised by gradual loss of neuronal function and corresponding cognitive decline. Current detection methods include PET and MRI scanning, extraction of CSF fluid proteins which are invasive and painful. Hence, the development of a highly selective, cost effective and minimally invasive method for the detection of tau is clinically significant. In this work, we have fabricated an upconversion nanoparticle-FITC immunoprobe conjugate for the detection of tau from human serum. Initially, a blue-emitting Cit@NaYF",2025-08-19,PubMed,Mikrochimica acta,192,9,5.4,"Alzheimer's disease, PET, MRI, tau",https://pubmed.ncbi.nlm.nih.gov/40830276/,40830276,10.1007/s00604-025-07464-8
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Electronic health records to test multimorbidity influences to plasma biomarker interpretation for Alzheimer's disease,"Cousins, K. A. Q.; Boyle, R.; Morse...","ObjectivePlasma biomarkers of Alzheimers disease (AD) pathology are frequently tested in specialized research settings, limiting generalizability of findings. Using electronic health records and banked plasma, we evaluated plasma biomarkers - phosphorylated tau 217 (p-tau217), {beta}-amyloid 1-42/1-40 (A{beta}42/A{beta}40) and p-tau217/A{beta}42 - in a real-world, diverse clinical population with multimorbidities.

MethodsParticipants (n=617; 44% Black/African American; 41% female) were selected from the University of Pennsylvania Medicine BioBank with plasma assayed using Fujirebio Lumipulse. International Classification of Diseases (ICD) Ninth and Tenth Revision codes determined AD dementia (ADD; n=43), mild-cognitive impairment (MCI; n=140), unspecified/non-AD cognitive impairment (CI; n=106), and cognitively normal cases (n=328), and other medical histories. APOE {varepsilon}4, body mass index (BMI), metrics of kidney function (e.g., eGFR), and liver disease were derived from electronic health records. Multivariable models identified factors related to plasma levels. Previously established cutpoints classified AD status (""AD+"", ""AD-"", or ""Intermediate"").

ResultsPlasma p-tau217/A{beta}42had the strongest association with known AD-related factors - MCI, ADD, future progression to MCI/ADD, age, and APOE {varepsilon}4 - compared to p-tau217 and A{beta}42/A{beta}40. Plasma p-tau217/A{beta}42 was also associated with eGFR, diabetes, and history of hearing loss. Importantly, AD-related factors were most frequent/severe for AD+ classification by p-tau217/A{beta}42, while medical morbidities were most frequent/severe for Intermediate classification. Exploratory analyses test p-tau217/A{beta}42 adjusted for eGFR to eliminate its influence on plamsa levels.

InterpretationIn this real-world dataset, we identified effects of multimorbidities on plasma biomarkers, especially kidney function. The p-tau217/A{beta}42 ratio had low rates of Intermediate classification and may help to account for multimorbidity effects on plasma levels.",2025-08-19,Medrxiv,,,,5.4,"Alzheimer's disease, dementia, amyloid, tau, plasma",https://doi.org/10.1101/2025.08.16.25333799,,10.1101/2025.08.16.25333799
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,The impact of polygenic risk for alzheimer's disease on neurotransmitter-related grey matter atrophy in the alzheimer continuum.,"Riccardo Manca, Micaela Mitolo, Maria Giulia Bacalini...","Alzheimer's disease (AD) pathology has been recently shown to accumulate in multiple brainstem nuclei in pre-cortical disease stages. However, the impact of neurotransmission alterations on brain atrophy and their genetic correlates in AD remain unexplored. This study investigated (1) associations between grey matter (GM) loss and uptake values of PET/SPECT ligands tracing concentration of multiple neurotransmitter receptors/transporters and pathways; (2) the impact of AD polygenic risk scores (AD-PRSs) on such associations along the AD continuum. T1-weighted MRI scans, genetic and clinical data were selected for 800 ADNI participants: 203 cognitively unimpaired older adults (CU), 442 with mild cognitive impairment (MCI) and 155 with AD. JuSpace was used to calculate correlations between GM volume (GMV) and the concentration of several neurotransmitters. Two PRSs, with (AD-PRS) and without APOE (AD-PRS",2025-08-25,PubMed,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,,,5.2,"Alzheimer's disease, PET, MRI, brain",https://pubmed.ncbi.nlm.nih.gov/40851051/,40851051,10.1007/s10072-025-08393-3
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Exosomal Non-Coding RNAs as Potential Biomarkers for Alzheimer's Disease: Advances and Perspectives in Translational Research.,"Simoneide Souza Titze-de-Almeida, Clara Luna Marina, Milena Vieira Ramos...","Alzheimer's disease (AD) is a progressive neurodegenerative disorder primarily characterized by memory loss and cognitive decline, which significantly impacts patients' quality of life and imposes substantial emotional, practical, and economic burdens on their families. As the most common cause of senile dementia, AD currently affects approximately 50 million people worldwide, with projections indicating a threefold increase by 2050 due to rising life expectancy and an aging global population. Diagnosis of AD remains challenging. Neuroimaging techniques reveal atrophy in critical brain regions, particularly in the cortex, hippocampus, and limbic system, which are essential substrates for memory, personality changes, and other cognitive functions. The hallmark molecular changes associated with AD include the accumulation of β-amyloid plaques and the formation of tau protein tangles. Several underlying mechanisms contribute to neuron loss, such as oxidative stress, neuroinflammation, microbial dysbiosis, and insulin resistance. In this context, exosomes-small extracellular vesicles that facilitate cell communication-transport proteins, DNA, mRNA, and non-coding RNA (ncRNA), all of which play a significant role in the neurobiology of AD. Furthermore, emerging research indicates that exosomal ncRNAs may serve as promising biomarkers for AD, offering the possibility of improved diagnostic precision. This review explores the potential of exosomal ncRNAs-specifically circular RNAs and microRNAS-as non-invasive biomarkers for AD, highlighting recent advances and future directions in translational studies.",2025-08-25,PubMed,International journal of molecular sciences,26,17,5.2,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40943171/,40943171,10.3390/ijms26178246
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,The Genetics of Amyloid Deposition: A Systematic Review of Genome-Wide Association Studies Using Amyloid PET Imaging in Alzheimer's Disease.,"Amir A Amanullah, Melika Mirbod, Aarti Pandey...","Positron emission tomography (PET) has become a powerful tool in Alzheimer's disease (AD) research by enabling in vivo visualization of pathological biomarkers. Recent efforts have aimed to integrate PET-derived imaging phenotypes with genome-wide association studies (GWASs) to better elucidate the genetic architecture underlying AD. This systematic review examines studies that leverage PET imaging in the context of GWASs (PET-GWASs) to identify genetic variants associated with disease risk, progression, and brain region-specific pathology. A comprehensive search of PubMed and Embase databases was performed on 18 February 2025, yielding 210 articles, of which 10 met pre-defined inclusion criteria and were included in the final synthesis. Studies were eligible if they included AD populations, employed PET imaging alongside GWASs, and reported original full-text findings in English. No formal protocol was registered, and the risk of bias was not independently assessed. The included studies consistently identified",2025-08-19,PubMed,Journal of imaging,11,8,5.1,"Alzheimer's disease, PET, amyloid, brain",https://pubmed.ncbi.nlm.nih.gov/40863490/,40863490,10.3390/jimaging11080280
